Id,Generation [z],color
108,10,#00FF00
109,10,#00FF00
110,11,#00FF00
111,11,#00FFFF
112,11,#00FFFF
113,11,#00FF00
114,11,#FFFF00
115,11,#0000FF
116,11,#00FF00
117,11,#00FF00
118,11,#00FF00
119,11,#00FFFF
120,12,#00FFFF
121,12,#00FFFF
122,12,#00FFFF
123,12,#00FF00
124,12,#AAAAAA
125,12,#AAAAAA
126,12,#00FFFF
127,12,#FFFF00
128,12,#FF00FF
129,12,#00FF00
130,13,#AAAAAA
131,13,#0000FF
132,13,#AAAAAA
133,13,#FFFF00
134,13,#AAAAAA
135,13,#00FFFF
136,13,#AAAAAA
137,13,#FFFF00
138,13,#AAAAAA
139,13,#00FFFF
140,14,#AAAAAA
141,14,#FF00FF
142,14,#AAAAAA
143,14,#AAAAAA
144,14,#0000FF
145,14,#AAAAAA
146,14,#AAAAAA
147,14,#FF00FF
148,14,#AAAAAA
149,14,#AAAAAA
150,15,#0000FF
151,15,#FFFF00
152,15,#AAAAAA
153,15,#00FFFF
154,15,#FFFF00
155,15,#00FF00
156,15,#AAAAAA
157,15,#00FF00
158,15,#AAAAAA
159,15,#AAAAAA
160,16,#00FF00
161,16,#FFFF00
162,16,#00FF00
163,16,#AAAAAA
164,16,#0000FF
165,16,#AAAAAA
166,16,#0000FF
167,16,#00FF00
168,16,#AAAAAA
169,16,#00FFFF
170,17,#0000FF
171,17,#FFFF00
172,17,#AAAAAA
173,17,#00FFFF
174,17,#AAAAAA
175,17,#FF00FF
176,17,#00FF00
177,17,#0000FF
178,17,#FFFF00
179,17,#00FF00
180,18,#00FFFF
181,18,#FF00FF
182,18,#FFFF00
183,18,#0000FF
184,18,#00FFFF
185,18,#00FF00
186,18,#FFFF00
187,18,#00FF00
188,18,#00FFFF
189,18,#FF00FF
190,19,#AAAAAA
191,19,#00FFFF
192,19,#0000FF
193,19,#00FF00
194,19,#FFFF00
195,19,#00FFFF
196,19,#FFFF00
197,19,#AAAAAA
198,19,#00FFFF
199,19,#00FF00
200,20,#FFFF00
201,20,#00FFFF
202,20,#00FFFF
203,20,#FF00FF
204,20,#00FFFF
205,20,#00FF00
206,20,#0000FF
207,20,#AAAAAA
208,20,#FFFF00
209,20,#FF0000
210,21,#00FFFF
211,21,#FF0000
212,21,#00FFFF
213,21,#AAAAAA
214,21,#00FFFF
215,21,#FFFF00
216,21,#AAAAAA
217,21,#AAAAAA
218,21,#AAAAAA
219,21,#AAAAAA
220,22,#000000
221,22,#AAAAAA
222,22,#00FFFF
223,22,#00FFFF
224,22,#AAAAAA
225,22,#00FFFF
226,22,#00FF00
227,22,#00FFFF
228,22,#00FFFF
229,22,#FFFF00
230,23,#AAAAAA
231,23,#FFFF00
232,23,#FF00FF
233,23,#FFFF00
234,23,#AAAAAA
235,23,#0000FF
236,23,#00FFFF
237,23,#00FF00
238,23,#00FFFF
239,23,#00FFFF
240,24,#AAAAAA
241,24,#FFFF00
242,24,#FFFF00
243,24,#00FF00
244,24,#00FFFF
245,24,#AAAAAA
246,24,#AAAAAA
247,24,#AAAAAA
248,24,#AAAAAA
249,24,#FFFF00
250,25,#AAAAAA
251,25,#00FFFF
252,25,#AAAAAA
253,25,#AAAAAA
254,25,#FF00FF
255,25,#00FF00
256,25,#00FF00
257,25,#AAAAAA
258,25,#FF00FF
259,25,#00FFFF
260,26,#AAAAAA
261,26,#FF00FF
262,26,#AAAAAA
263,26,#00FFFF
264,26,#00FF00
265,26,#FFFF00
266,26,#AAAAAA
267,26,#AAAAAA
268,26,#00FFFF
269,26,#FFFF00
270,27,#FFFF00
271,27,#AAAAAA
272,27,#AAAAAA
273,27,#AAAAAA
274,27,#00FF00
275,27,#AAAAAA
276,27,#FF0000
277,27,#AAAAAA
278,27,#AAAAAA
279,27,#00FFFF
280,28,#FFFF00
281,28,#AAAAAA
282,28,#AAAAAA
283,28,#00FFFF
284,28,#AAAAAA
285,28,#FFFF00
286,28,#AAAAAA
287,28,#FFFF00
288,28,#00FF00
289,28,#AAAAAA
290,29,#00FF00
291,29,#00FFFF
292,29,#AAAAAA
293,29,#00FFFF
294,29,#FFFF00
295,29,#FF0000
296,29,#00FF00
297,29,#AAAAAA
298,29,#AAAAAA
299,29,#AAAAAA
300,30,#FF0000
301,30,#00FF00
302,30,#AAAAAA
303,30,#00FF00
304,30,#00FF00
305,30,#FFFF00
306,30,#00FF00
307,30,#00FFFF
308,30,#AAAAAA
309,30,#AAAAAA
310,31,#00FFFF
311,31,#00FF00
312,31,#AAAAAA
313,31,#00FFFF
314,31,#FFFF00
315,31,#AAAAAA
316,31,#AAAAAA
317,31,#AAAAAA
318,31,#FF0000
319,31,#FFFF00
320,32,#AAAAAA
321,32,#AAAAAA
322,32,#AAAAAA
323,32,#FFFF00
324,32,#AAAAAA
325,32,#AAAAAA
326,32,#FFFF00
327,32,#AAAAAA
328,32,#AAAAAA
329,32,#FFFF00
330,33,#AAAAAA
331,33,#FFFF00
332,33,#FFFF00
333,33,#AAAAAA
334,33,#00FF00
335,33,#FFFF00
336,33,#FFFF00
337,33,#AAAAAA
338,33,#AAAAAA
339,33,#AAAAAA
340,34,#FFFF00
341,34,#FFFF00
342,34,#00FF00
343,34,#AAAAAA
344,34,#00FF00
345,34,#000000
346,34,#AAAAAA
347,34,#AAAAAA
348,34,#AAAAAA
349,34,#AAAAAA
350,35,#FFFF00
351,35,#FFFF00
352,35,#00FF00
353,35,#FFFF00
354,35,#AAAAAA
355,35,#FFFF00
356,35,#00FF00
357,35,#AAAAAA
358,35,#AAAAAA
359,35,#AAAAAA
360,36,#FFFF00
361,36,#00FFFF
362,36,#FF00FF
363,36,#FFFF00
364,36,#00FFFF
365,36,#FFFF00
366,36,#0000FF
367,36,#FFFF00
368,36,#00FF00
369,36,#AAAAAA
370,37,#00FFFF
371,37,#00FFFF
372,37,#FFFF00
373,37,#AAAAAA
374,37,#00FFFF
375,37,#AAAAAA
376,37,#AAAAAA
377,37,#AAAAAA
378,37,#00FFFF
379,37,#FFFF00
380,38,#00FF00
381,38,#AAAAAA
382,38,#FFFF00
383,38,#00FF00
384,38,#00FF00
385,38,#00FFFF
386,38,#AAAAAA
387,38,#AAAAAA
388,38,#AAAAAA
389,38,#FFFF00
390,39,#FFFF00
391,39,#00FF00
392,39,#FF00FF
393,39,#AAAAAA
394,39,#AAAAAA
395,39,#AAAAAA
396,39,#00FF00
397,39,#FFFF00
398,39,#FFFF00
399,39,#FFFF00
